0.00000	0.00000
0.00046	0.00917
0.00046	0.01835
0.00092	0.03211
0.00229	0.04128
0.00229	0.05505
0.00229	0.06422
0.00275	0.07339
0.00413	0.08716
0.00413	0.09633
0.00459	0.11009
0.00505	0.11927
0.00505	0.12844
0.00596	0.14220
0.00642	0.15138
0.00688	0.16514
0.00688	0.17431
0.00734	0.18349
0.00734	0.19725
0.00734	0.20642
0.00917	0.22018
0.00963	0.22936
0.01009	0.23853
0.01009	0.25229
0.01101	0.26147
0.01147	0.27523
0.01193	0.28440
0.01284	0.29358
0.01422	0.30275
0.01606	0.31651
0.01606	0.32569
0.01651	0.33486
0.01651	0.34862
0.01697	0.35780
0.01743	0.37156
0.01743	0.38073
0.01743	0.39450
0.01743	0.40367
0.01835	0.41743
0.01927	0.42661
0.01927	0.43578
0.02018	0.44954
0.02202	0.45872
0.02202	0.46789
0.02294	0.48165
0.02294	0.49083
0.02294	0.50459
0.02294	0.51376
0.02431	0.52294
0.02523	0.53670
0.02523	0.54587
0.02615	0.55505
0.02844	0.56422
0.03028	0.57798
0.03028	0.58716
0.03073	0.59633
0.03073	0.61009
0.03211	0.61927
0.03257	0.63303
0.03440	0.64220
0.03440	0.65138
0.03486	0.66514
0.03807	0.66972
0.03991	0.68349
0.04312	0.68807
0.04450	0.70183
0.04679	0.71101
0.04817	0.72018
0.04862	0.72936
0.05138	0.73853
0.05367	0.74771
0.05734	0.75688
0.05734	0.76606
0.06468	0.77064
0.06927	0.77982
0.07110	0.78899
0.07202	0.79817
0.07339	0.80734
0.07523	0.82569
0.07844	0.83486
0.08165	0.83945
0.08532	0.84862
0.08991	0.85780
0.09083	0.86697
0.09908	0.87156
0.10688	0.87156
0.11284	0.88073
0.12431	0.88073
0.13211	0.88532
0.13578	0.89450
0.14266	0.89908
0.15092	0.89954
0.16193	0.90367
0.16927	0.90367
0.17477	0.91284
0.18119	0.92202
0.18899	0.92248
0.19541	0.93119
0.20550	0.93578
0.21330	0.94083
0.21835	0.95000
0.22431	0.95872
0.23578	0.95872
1.00000	1.00000
