0.00000	0.00000
0.00000	0.01376
0.00046	0.02294
0.00046	0.03670
0.00183	0.05046
0.00367	0.06422
0.00367	0.07798
0.00367	0.09174
0.00688	0.10092
0.00688	0.11468
0.00826	0.12844
0.00963	0.13761
0.01376	0.15138
0.01835	0.16055
0.03211	0.16055
0.03807	0.16514
0.04587	0.17431
0.05046	0.18349
0.05963	0.18807
0.06697	0.19266
0.07156	0.20275
0.07936	0.21101
0.08899	0.21560
0.10367	0.21560
0.11743	0.21560
0.13119	0.21560
0.14495	0.21560
0.15872	0.21560
0.17248	0.21560
0.18624	0.21560
0.19908	0.21560
0.21009	0.22018
0.22385	0.22018
0.23211	0.22936
0.23670	0.23853
0.24266	0.25734
0.25046	0.27523
0.26101	0.27982
0.26651	0.29358
0.27385	0.30275
0.28440	0.30734
0.29450	0.31651
0.30046	0.32569
0.30826	0.33486
0.31284	0.34862
0.31468	0.37156
0.31835	0.38073
0.32156	0.39450
0.32202	0.42202
0.32339	0.43119
0.32615	0.45917
0.32661	0.47248
0.32752	0.50459
0.32752	0.52752
0.32752	0.54587
0.32752	0.56881
0.32752	0.58716
0.32798	0.60550
0.32798	0.61927
0.32798	0.65596
0.32798	0.66972
0.32798	0.68349
0.32798	0.70642
0.32798	0.72936
0.32890	0.75688
0.32890	0.77064
0.32936	0.79358
0.32936	0.82569
0.33165	0.84862
0.33349	0.86239
0.33578	0.88073
0.33624	0.89908
0.33853	0.91284
0.34817	0.92202
0.36284	0.92202
0.37248	0.93119
0.38486	0.93578
0.40321	0.93578
0.41743	0.94037
0.43486	0.94633
0.44725	0.95596
0.46651	0.95872
0.48532	0.96330
0.50734	0.96560
0.52661	0.97706
0.55000	0.97706
0.57248	0.98165
0.59404	0.98165
0.61835	0.98165
0.63899	0.98165
0.66514	0.98624
0.68532	0.98624
0.70000	0.99220
0.71606	1.00000
0.73578	1.00000
0.75505	1.00000
0.77844	1.00000
0.80963	1.00000
0.84587	1.00000
0.89862	1.00000
0.94862	1.00000
0.99128	1.00000
1.00000	1.00000
